x,y,yaw,s,km,kf
1.0,0.0,0.0,1.0,0.0,0.0
25.001062029568352,-29.98740787226026,-0.7870230909810148,44.4790616867356,-0.058593015213218275,0.1278113939907397
5.088369692658462,-25.037317457770413,-0.7720707291637501,35.29865579440084,-0.11343676561650302,0.31996410255038216
10.052332964213939,-25.006186141446673,-0.7819275903936544,34.290521024936325,-0.10207196823486457,0.2697763698744131
14.979714071866148,-24.987065391957987,-0.7833927152170093,34.93252986580379,-0.08737682385504875,0.21569211419072426
19.97380158202887,-25.00351988435837,-0.7801284380993931,36.72428410127028,-0.07263611835542828,0.16363305149940027
25.006206875517865,-24.97327727454914,-0.7875916410938495,39.33422903871981,-0.05954122084163431,0.11867263644615222
4.992050813671274,-19.988373687379852,-0.7904699092097611,27.85888301655606,-0.13926699158288242,0.37942063341725046
9.950951515453893,-19.949615137109202,-0.8032185026340475,27.489399239131483,-0.11902449660305156,0.2986660219704904
14.965477421737013,-19.965274182350498,-0.7959782821505939,28.930608790034334,-0.09530143597252912,0.21723217109249474
20.053079107650916,-20.018637329187772,-0.7779657193813083,31.55212107734974,-0.07425612904808038,0.1506119533321591
24.978574743767155,-20.02547509081447,-0.7826072333246743,34.61289576767297,-0.0584578823362328,0.09678785661039702
4.99187767253161,-14.988949569986971,-0.7930393655334287,20.67202991914014,-0.17702229126100566,0.4670000606131456
10.02120394311793,-15.022447720225518,-0.7739686581239837,21.26150548211427,-0.13710647170453416,0.32496772461589735
14.950942363374956,-14.92503214436287,-0.802712226554879,23.565687108487094,-0.09952694002359072,0.1971776436311165
19.99477219061973,-14.990422814051353,-0.7863031954730006,26.96928924887928,-0.07165782359466095,0.11363780197582384
25.068062708921083,-15.067035181182208,-0.7797600960656954,30.89045639701596,-0.05272955191444607,0.05946025718035217
5.03202203936857,-10.04122777637036,-0.7535663068043115,13.938762405101883,-0.23267985178037304,0.60287769909086
9.98056957948422,-9.977928975423008,-0.7943018985524191,15.691575996326895,-0.14970177890080275,0.29459258312754855
14.93910587993507,-9.938310483466074,-0.7959915811182112,19.164092535291864,-0.09249441021970546,0.12376447656275276
19.969450347136483,-9.972514771180073,-0.7869449176065815,23.33638923581995,-0.06013417846554705,0.038744307123440014
25.04244907430734,-10.03419495452475,-0.7856082215677223,27.973677559935027,-0.04143248908937327,-0.002755814472167865
5.053374047030317,-5.003101923718305,-0.7585750754185998,7.87627180783431,-0.2946046384375912,0.5899742304954088
10.047044831221081,-5.042877381269093,-0.7791458054348297,11.726167056139175,-0.12127871940409088,0.08908320976718637
15.072062927747767,-5.028579412539924,-0.7811100624633602,16.283888681832607,-0.06057758972913314,-0.04495021844149536
20.020275641856838,-5.02992194830641,-0.7878100107528123,21.148333261980902,-0.03597588067170277,-0.08048565997074361
25.053237794358783,-5.053721899351352,-0.7920562462626783,26.072488002869363,-0.02347595704907184,-0.08761651912139695
4.920351391019652,0.027290158464909967,-0.7522522039939847,4.9634466669393,-0.007537667500275249,-0.830001160152639
9.982633728019971,0.014160452928220435,-0.7752338029297281,10.164588035059856,-0.0033611304627527315,-0.4447830675588018
15.017711320688067,-0.03357542834753979,-0.814472101449752,15.317567072018631,-0.0020826339768890046,-0.3073179944787783
19.936495523456603,0.06090669587498415,-0.763841959505958,20.294608433930083,-0.0004123933153699598,-0.22176576620637015
24.9842340134872,0.002213464285431427,-0.7819961280239824,25.599935824643644,-0.0010285610183634287,-0.18231721040420673
4.9784455248119235,4.989892957460355,-0.8689175692018898,8.078175700612947,0.29007686149047623,-1.2695797143989604
9.948925319255657,5.009521758529543,-0.7513574051941458,11.851066515482724,0.11864040021923215,-0.7574822446139672
14.946579189457909,5.038911091034324,-0.7354891049966374,16.596098610948918,0.05692749252411932,-0.4923522448632578
20.044824552168684,4.94469636717694,-0.8029609343934077,21.455177909027224,0.03326663117645919,-0.3462442272874456
25.0596586403311,4.939111507850003,-0.8083236923714856,26.447014996253287,0.021589241623586636,-0.263448183444774
5.041820066112305,9.963155242470858,-0.8684095710752353,14.863659954605872,0.2187570428666608,-1.014126856141709
15.054606847893995,9.94378502684806,-0.8350543583436076,20.09567338156449,0.08611007649408817,-0.564533221758433
19.944405302150468,10.047490396263287,-0.7553590456598385,24.132371913539615,0.057093468683071656,-0.40906641845803354
25.006589366374516,9.989081126698268,-0.7980265251094192,28.61768404836442,0.039493859278578035,-0.3147837614106895
5.045555290918989,14.962105840259822,-0.8357780368558445,22.86010649164933,0.1597011598615269,-0.7753620181709916
9.983947970054516,14.94874841961421,-0.8012541837809812,22.969914143422685,0.1254785087647257,-0.6776094420709147
15.023887838644608,14.967891170191178,-0.8088950145354614,25.15470420905618,0.09174297103316058,-0.5433723591216146
20.0501087897059,14.922210702909137,-0.8012643918371447,28.236532124812317,0.0673608106594567,-0.42235137103463005
24.96148977178489,15.032393488635178,-0.7704745453810471,32.05699768871914,0.05019166298889929,-0.33645027636186114
4.999970424743066,19.997087120492758,-0.7835870867002153,31.361707353738026,0.12287994228131166,-0.6156046733729307
10.05874178038489,19.94057431236298,-0.836662651298949,30.272257955382923,0.10712929346147011,-0.5644802474065577
15.060618474036408,19.963459988146642,-0.81897699182778,31.297659467364774,0.0870626440819277,-0.48798905317259295
19.975128083596974,19.956293811552033,-0.7982304044159325,33.56226495708285,0.06882367171931886,-0.41252669930328467
