302473.387103918,4123734.4178566113
302473.6153558673,4123734.8760015876
302473.8287169744,4123735.292308682
302474.0441045527,4123735.7067177324
302474.2524601179,4123736.1177765694
302474.47888911446,4123736.5298904087
302474.71345096733,4123736.98585153
302474.9413851077,4123737.4304963592
302475.1978783191,4123737.925724234
302475.49384199246,4123738.495148086
302475.7912276306,4123739.062133015
302476.06995686237,4123739.615864267
302476.3425929387,4123740.136987471
302476.6011648043,4123740.6388277765
302476.85788797354,4123741.112401028
302477.1498585893,4123741.6378802382
302477.3965966159,4123742.0894841035
302477.656985878,4123742.574258326
302477.94063177484,4123743.0288794925
302478.2509258302,4123743.42144155
302478.5766094149,4123743.7701579486
302478.9316422541,4123744.0898731886
302479.354785467,4123744.42463903
302479.80789479037,4123744.6874607787
302480.41989426414,4123744.9378470667
302481.0314183156,4123745.0988720316
302481.64497193636,4123745.176397898
302482.21281599964,4123745.2666566586
302482.76774365513,4123745.3172515347
302483.32440709084,4123745.4101789244
302483.9040100903,4123745.497200524
302484.5121796625,4123745.559680305
302485.1377924321,4123745.646729593
302485.7814695393,4123745.7092991527
302486.4283869079,4123745.802693583
302487.0874632031,4123745.884699787
302487.74224717077,4123745.960330769
302488.3089860995,4123746.022490415
