302471.84770341567,4123733.0246751006
302472.1354292118,4123733.4891920607
302472.42610322376,4123733.9406871106
302472.6687744432,4123734.3200373477
302472.9511290011,4123734.7574803806
302473.2711578994,4123735.2619452337
302473.62310297706,4123735.808772535
302473.9982318119,4123736.391506465
302474.38296719466,4123736.9864117913
302474.7640496034,4123737.583253454
302475.08043568383,4123738.1906842906
302475.4007962692,4123738.7846989958
302475.704957547,4123739.369287971
302475.99498953146,4123739.9444025066
302476.28175110323,4123740.512562625
302476.5685695084,4123741.102000594
302476.8587017678,4123741.700242336
302477.1510869649,4123742.31878507
302477.4510392636,4123742.9571336755
302477.7691654371,4123743.625955713
302478.1130406343,4123744.30138828
302478.481012602,4123745.0012337496
302478.77692748024,4123745.5371672646
302479.16449921706,4123746.2400672496
302479.5506050787,4123746.9246831466
302479.83238594665,4123747.432083606
302480.2058627049,4123748.101823716
302480.572555176,4123748.759881155
302480.9319893307,4123749.4049718175
302481.1981009233,4123749.875178645
302481.54948947387,4123750.4989944315
302481.8945546327,4123751.1055656057
302482.2320005904,4123751.7026941865
302482.5647932029,4123752.2906804546
302482.89136696316,4123752.8721517576
302483.2672894723,4123753.4006517064
302483.6772839315,4123753.899669316
302484.12644654047,4123754.334297847
302484.64711843256,4123754.670654808
302485.1751648986,4123754.9494770113
302485.70173191326,4123755.1717129406
302486.24059197586,4123755.3379637087
302486.7806036732,4123755.452562276
302487.32211059256,4123755.517535959
302487.8642563351,4123755.5530738663
302488.3768129259,4123755.5696941833
302488.88476499676,4123755.6421188083
302489.38863343874,4123755.704462551
302489.8832563923,4123755.7636932125
302490.39196920465,4123755.818151502
302490.8980727969,4123755.8748916527
302491.40910344606,4123755.927260068
302491.9155070837,4123755.984178255
302492.42153232323,4123756.0375896837
302492.9282012024,4123756.0932064364
302493.38364607655,4123756.140961693
