450559.159747697,3951720.82147727
450559.019900589,3951720.31925965
450558.909534713,3951719.80449246
450558.770024099,3951719.30855811
450558.63596882,3951718.76342139
450558.505186131,3951718.2103176
450558.353966592,3951717.64235417
450558.21938536,3951717.05692154
450558.006353607,3951716.48967199
450557.810317804,3951715.94210754
450557.610391892,3951715.3999256
450557.364588701,3951714.85005025
450557.151779164,3951714.32272863
450556.866787954,3951713.77510493
450556.566365009,3951713.21795459
450556.260169177,3951712.68006155
450555.906417556,3951712.15796131
450555.513566442,3951711.65400994
450555.098388459,3951711.14777977
450554.778279957,3951710.81903766
450554.428119,3951710.5085789
450554.109191877,3951710.17539367
450553.760106337,3951709.89561523
450553.406301721,3951709.60772937
450552.880194532,3951709.27089156
450552.341087479,3951708.98218903
450551.823105206,3951708.69651146
450551.293640011,3951708.46062444
450550.775906306,3951708.24667012
450550.257816488,3951708.02292038
450549.730720794,3951707.80643026
450549.239472521,3951707.58345539
450548.727672144,3951707.37908071
450548.23955033,3951707.17605306
450547.763717797,3951706.98682128
450547.309690342,3951706.81447494
450546.907502333,3951706.61041421
450546.41393477,3951706.37710042
450546.858782542,3951706.57962954
