450816.11705724447,3951585.7208816456
450815.8289022353,3951586.069823948
450815.58014645946,3951586.481769139
450815.4109607058,3951586.0429313784
450815.13662317104,3951585.6471931413
450814.82015055406,3951585.130052374
450814.60874391114,3951584.6359913773
450814.36840066756,3951584.17129807
450814.1029924463,3951583.645555926
450813.88061161817,3951583.130112319
450813.61628277187,3951582.6631487412
450813.33412326744,3951582.18907451
450813.00281186437,3951581.742261661
450812.6923356897,3951581.246161454
450812.2848819428,3951580.9079117333
450811.9359235987,3951580.5416094693
450811.4207971452,3951580.2268784638
450810.9759654724,3951579.945586945
450810.514657754,3951579.6839815555
450810.0772587744,3951579.5196633963
450809.6143320237,3951579.428505184
450809.263145274,3951579.122663609
450808.7599396533,3951578.9185960703
450808.30106610415,3951578.6065113465
450807.85390513594,3951578.313032321
450807.4185122937,3951578.0209669853
450806.98432461155,3951577.8375909156
450807.0457665582,3951577.361613465
